+1 6:0.0342598670723747 26:0.148286149621374 27:0.0570037235976456 31:0.0373086482671729 33:0.0270832794680822
+1 6:0.0342598670723747 26:0.148286149621374 27:0.0570037235976456 31:0.0373086482671729 33:0.0270832794680822
-1 6:0.0183062608107803 26:0.0332423851965553 27:0.134714964920907 31:0.0348868320886654 33:0.126440468610733
-1 6:0.0100433974534919 26:0.135395065928861 27:0.13540942878629 31:0.0667503977524845 33:0.109455208463285
